,rownum,sno,CUI1,CUI2,lesk,vector
612,612,52,C3066612,C3715136,11,0.0121
613,613,53,C1038493,C2821312,17,0.0552
614,614,54,C1916771,C2311487,3,0.0621
615,615,55,C0065964,C0152217,147,0.1621
616,616,56,C1498879,C3944592,7,0.0403
617,617,57,C2332261,C2625538,9,0.0655
618,618,58,C1627399,C2354835,4,0.1683
619,619,59,C0329151,C1832218,19,0.0038
620,620,60,C2530307,C2962412,21,0.0435
621,621,61,C1330969,C2363047,9,0.0193
622,622,62,C2499286,C3800076,6,0.0543
623,623,63,C2291231,C3345297,21,0.0522
624,624,64,C1311986,C3797685,9,0.1701
625,625,65,C1659889,C3497382,27,0.137
626,626,66,C0574067,C3764282,22,0.1001
627,627,67,C0085165,C3972692,30,0.1447
628,628,68,C2952067,C3372865,12,0.7229
629,629,69,C3363917,C3421419,21,0.0522
630,630,0,C0967005,C1865369,23,0.1303
631,631,1,C0797102,C0991855,270,0.2481
632,632,2,C1862329,C3954566,5,0.0327
633,633,3,C1489756,C3591976,11,0.0317
634,634,4,C1023915,C2829299,5,0.0432
635,635,5,C0881320,C1225968,1,0.0957
636,636,6,C1202691,C2947970,2,0
637,637,7,C0378173,C3789597,22,0.1172
638,638,8,C0969640,C2970608,16,0.0102
639,639,9,C0981345,C1153356,91,0.0728
640,640,10,C0141120,C2376559,17,0.0308
641,641,11,C3783458,C3947543,11,0.0444
642,642,12,C3159461,C3905632,12,0
643,643,13,C1827301,C3097516,1,0.0252
644,644,14,C2641133,C3121153,4226,1
645,645,15,C3094617,C3544519,19,0.0939
646,646,16,C0973762,C4015437,76,0.1112
647,647,17,C3803706,C4045482,10,0.0459
648,648,18,C0586806,C2667947,62,0.0483
649,649,19,C0821126,C3885191,16,0.2388
650,650,20,C2398313,C3063727,12,0.0581
651,651,21,C0103076,C1434262,14,0.1552
652,652,22,C0824167,C1599771,5,0
653,653,23,C0828403,C2286208,2,0.2438
654,654,24,C0161368,C0259196,11,0.2179
655,655,25,C2266897,C3273156,4,0.0513
656,656,26,C0278262,C1841828,11,0.125
657,657,27,C3569247,C3842110,1,0.008
658,658,28,C1023769,C2761830,7,0.0179
659,659,29,C3437876,C3818605,10,0.133
660,660,30,C0171200,C0322616,17,0.1103
661,661,31,C1438581,C2683367,16,0
662,662,32,C1011263,C2933806,17,0.0436
663,663,33,C0365743,C0650565,50,0.0767
664,664,34,C1627320,C3156294,487,0.1564
665,665,35,C1555747,C3407274,18,0.1246
666,666,36,C0158803,C2745483,12,0.0045
667,667,37,C0965692,C0998981,10,0
668,668,38,C3058918,C3574781,9,0.0839
669,669,39,C3252171,C4042136,34,0.0773
670,670,40,C3561385,C3564762,8,0.0459
671,671,41,C0043119,C2613439,2827,0.65
672,672,42,C0598293,C2658420,8,0.1415
673,673,43,C2481307,C2996796,3,0.0606
674,674,44,C2930178,C3607957,1,0.0808
675,675,45,C0244871,C0282065,13,0.0776
676,676,46,C2137050,C3420629,12,0.0673
677,677,47,C1716771,C2373869,24,0.2545
678,678,48,C0156768,C3655144,59,0.1691
679,679,49,C2803711,C3762215,7,0.018
680,680,50,C2287142,C3554600,19,0.0683
681,681,51,C0798937,C1488381,31,0.3251
682,682,52,C0047922,C0163095,1244,0.3956
683,683,53,C1194273,C1638468,20,0.1129
684,684,54,C0448938,C0688372,101,0.5447
685,685,55,C0763323,C1923266,3,0.0223
686,686,56,C0701639,C1311097,11,0.0424
687,687,57,C1001519,C1063299,7,0.018
688,688,58,C3097683,C3803591,17,0.0613
689,689,59,C1153877,C3980864,9,0.0743
690,690,60,C0129945,C3207309,27,0.0616
691,691,61,C2329168,C3719907,65,0.3252
692,692,62,C3349666,C3922624,1,0.0326
693,693,63,C0299372,C1856199,10,0.1286
694,694,64,C1185546,C3991238,36,0.2071
695,695,65,C1015875,C2610822,14,0.0404
696,696,66,C2525564,C3253075,22,0.0421
697,697,67,C0048532,C1907058,13,0.0553
698,698,68,C0487259,C3395049,6,0.0393
699,699,69,C2464927,C2621003,7,0.0491
700,700,0,C3053587,C4024067,7,0.0074
701,701,1,C2625691,C2828769,16,0.0475
702,702,2,C1936445,C2372506,1,0.0262
703,703,3,C1894897,C2340257,7,0
704,704,4,C2411742,C2684740,5,0
705,705,5,C1663069,C3488026,12,0.1672
706,706,6,C1185750,C3700134,232,0.6802
707,707,7,C1557732,C2383124,19,0.5474
708,708,8,C1845764,C3574162,13,0.0968
709,709,9,C1474042,C2348596,12,0.0606
710,710,10,C1974977,C1986559,26,0.0398
711,711,11,C0456377,C3722517,18,0.5127
712,712,12,C1332002,C2933204,59,0.1706
713,713,13,C1045600,C3064660,1,0.0321
714,714,14,C3499612,C3627108,22,0.0912
715,715,15,C1671226,C2619607,5,0.0833
716,716,16,C2277731,C2707694,22,0.0646
717,717,17,C1077357,C3321146,1,0.0824
718,718,18,C1031587,C3013610,17,0.1025
719,719,19,C0670659,C3726730,20,0.0738
720,720,20,C1021260,C4045268,10,0.0896
721,721,21,C3464126,C4005505,18,0
722,722,22,C0280336,C3805601,24,0.1007
723,723,23,C0916009,C2747314,61,0.2424
724,724,24,C2484641,C3765477,6,0.0493
725,725,25,C0738755,C3692150,5,0.1343
726,726,26,C1091812,C2433179,7,0.0631
727,727,27,C1115629,C1858076,12,0.0352
728,728,28,C3406661,C3923709,2,0.0364
729,729,29,C1536362,C3367551,13,0.027
730,730,30,C0993658,C2431758,6,0.0732
731,731,31,C1206123,C1371721,2,0.0101
732,732,32,C1916784,C3599035,21,0.1437
733,733,33,C0184061,C1638081,13,0.0729
734,734,34,C3053394,C3476547,17,0.5043
735,735,35,C0282206,C3887589,20,0.0453
736,736,36,C0796452,C1674161,7,0.0616
737,737,37,C1574147,C2944412,14,0.0941
738,738,38,C0056513,C3465805,21,0.1522
739,739,39,C2563120,C3740564,5,0.0494
740,740,40,C3606989,C3995036,9,0.0617
741,741,41,C0392685,C0825063,9,0.0865
742,742,42,C0293503,C3572239,4,0.0416
743,743,43,C1545530,C4003262,8,0.0521
744,744,44,C1939989,C2282713,1024,0.9991
745,745,45,C2431830,C3793727,11,0.2036
746,746,46,C2953147,C3132843,7,0.0753
747,747,47,C0608280,C1976901,61,0.0959
748,748,48,C3718603,C3828218,12,0.0041
749,749,49,C2337905,C3947480,12,0.7655
750,750,50,C2529852,C2756064,13,0.0883
751,751,51,C1906615,C3277248,10,0.049
752,752,52,C0815062,C3827951,4,0.0147
753,753,53,C2813385,C3426906,1,0.0328
754,754,54,C2136056,C3666929,30,0.0987
755,755,55,C0178729,C2819769,45,0.2605
756,756,56,C3734499,C4008194,36,0.9927
757,757,57,C1219593,C2811909,14,0.0287
758,758,58,C1868552,C3926021,23,0.1069
759,759,59,C1450884,C3376929,18,0.0844
760,760,60,C0733757,C3896366,20,0.0635
761,761,61,C1845358,C3411869,16,0.0542
762,762,62,C1434724,C3575670,0,0
763,763,63,C0935989,C2689549,32,0.1438
764,764,64,C0446450,C3217340,11,0.119
765,765,65,C0493259,C1719294,24,0.2961
766,766,66,C1544595,C3132132,2,0.1125
767,767,67,C2305046,C2642178,7,0.0179
768,768,68,C0333324,C1231769,23,0.2491
769,769,69,C1696937,C3085848,18,0.0942
770,770,0,C0218817,C3582205,15,0.1103
771,771,1,C0603345,C2708449,69,0.1299
772,772,2,C2444201,C3353924,6,0.0451
773,773,3,C0595701,C1032347,23,0.1406
774,774,4,C3759174,C3932233,14,0.303
775,775,5,C1333342,C2604212,39,0.1328
776,776,6,C2972902,C3242190,225,0.1831
777,777,7,C0935715,C3767050,7,0.1289
778,778,8,C1887017,C2817874,68,0.6417
779,779,9,C3916129,C3943975,140,0.4674
780,780,10,C0729767,C1941337,10,0.0015
781,781,11,C0056304,C0357067,1256,0.2976
782,782,12,C0895926,C3071298,22,0.5356
783,783,13,C2642431,C3231675,14,0
784,784,14,C2743605,C3944015,10,0.1296
785,785,15,C1676012,C1744564,35,0.5149
786,786,16,C1434931,C3556684,12,0.0543
787,787,17,C1519371,C2984498,113,0.3125
788,788,18,C1937636,C2695500,10,0.0642
789,789,19,C1829282,C3123771,21,0.1462
790,790,20,C3048037,C3317811,4225,0.9995
791,791,21,C0063839,C3255955,1228,0.4448
792,792,22,C1060787,C1983244,19,0.1219
793,793,23,C2445775,C3796414,1,0
794,794,24,C1624158,C1897349,41,0.3004
795,795,25,C2927367,C3131534,15,0.0038
796,796,26,C3029267,C3379209,7,0.0651
797,797,27,C0943960,C2709183,10,0.0854
798,798,28,C2292638,C2635076,24,0.9894
799,799,29,C2517764,C2945095,42,0.532
800,800,30,C1651380,C1844372,21,0.0942
801,801,31,C1817180,C3748456,40,0.183
802,802,32,C3362284,C3914312,4225,1
803,803,33,C1989099,C2694465,16,0.1217
804,804,34,C2735391,C3106075,2,0.1725
805,805,35,C0322710,C3136309,10,0.0304
806,806,36,C0099703,C1660779,54,0.0459
807,807,37,C3172136,C3933957,26,0.1507
808,808,38,C0835321,C2509442,5,0
809,809,39,C1670622,C1921552,10,0.0304
810,810,40,C3051420,C4025896,24,0.1901
811,811,41,C0005087,C1498948,19,0.0139
812,812,42,C0064610,C1537391,11,0.0327
813,813,43,C2071928,C3418144,1,0.0078
814,814,44,C2500206,C2926287,14,0.1298
815,815,45,C0353809,C0520538,70,0.0971
816,816,46,C0446942,C0709328,12,0.1999
817,817,47,C2640548,C3503300,13,0
818,818,48,C0083165,C1636838,17,0.1518
819,819,49,C1712056,C2305886,32,0.0091
820,820,50,C2536531,C3379444,5,0.0518
821,821,51,C2927725,C3967613,10,0
822,822,52,C2608008,C4044409,22,0.0838
823,823,53,C0814192,C3999378,2,0.0782
824,824,54,C1234199,C2654092,2,0.0818
825,825,55,C0611732,C2381065,13,0.0282
826,826,56,C0630063,C1632948,43,0.1351
827,827,57,C0634171,C4016709,14,0.1687
828,828,58,C0756733,C3550539,22,0.1793
829,829,59,C3013846,C3798239,5,0.0445
830,830,60,C0800718,C2347693,44,0.2406
831,831,61,C0317860,C3041728,25,0.1204
832,832,62,C0721997,C0834885,14,0.1766
833,833,63,C1655941,C3987715,18,0.0566
834,834,64,C0156098,C1370575,92,0.1857
835,835,65,C0071669,C2975987,1238,0.6093
836,836,66,C0665838,C1151689,23,0.2469
837,837,67,C1702619,C2402062,24,0.1004
838,838,68,C2456798,C3270408,15,0.0562
839,839,69,C1092149,C2475358,5,0.0928
840,840,0,C0240234,C2719571,23,0
841,841,1,C0614478,C3609453,28,0.409
842,842,2,C3151712,C3985649,20,0.0691
843,843,3,C0607817,C2384655,19,0.0477
844,844,4,C0069834,C1944532,17,0
845,845,5,C1977249,C2628128,18,0.068
846,846,6,C2422790,C3365501,12,0.1932
847,847,7,C1191668,C1372213,1,0.0851
848,848,8,C0077650,C3906114,16,0.0441
849,849,9,C2456600,C3044351,7,0.0905
850,850,10,C2352692,C3394502,8,0.033
851,851,11,C3073540,C3574624,10,0.0342
852,852,12,C3109610,C3654390,8,0.1767
853,853,13,C3008783,C3324883,16,0.0603
854,854,14,C3725746,C4006713,10,0.0304
855,855,15,C0892614,C1839188,14,0.0503
856,856,16,C0034223,C2490575,26,0.2779
857,857,17,C0932429,C3713204,28,0.1085
858,858,18,C0073768,C1504930,1238,0.5098
859,859,19,C3953914,C4009083,36,0.9328
860,860,20,C1953289,C3096385,31,0.298
861,861,21,C1832761,C3593636,29,0.1584
862,862,22,C2562247,C3046783,5,0.0495
863,863,23,C1936773,C2480805,5,0.1014
864,864,24,C0931935,C3628967,8,0.08
865,865,25,C1645276,C3998699,28,0.2987
866,866,26,C1920413,C2296546,1,0.0314
867,867,27,C1367815,C2627553,21,0.0657
868,868,28,C1882097,C2752311,11,0.0246
869,869,29,C3742631,C3819624,15,0
870,870,30,C0483903,C1060298,26,0.1955
871,871,31,C1359927,C3489508,6,0.0388
872,872,32,C0073009,C3353925,12,0.1619
873,873,33,C0087304,C3953061,7,0.0491
874,874,34,C0256089,C1815808,24,0.2917
875,875,35,C2297297,C3601485,148,0.5906
876,876,36,C1335975,C1941807,25,0.4582
877,877,37,C2472835,C3797162,5,0.0496
878,878,38,C3715703,C3989978,5,0.0549
879,879,39,C3083464,C3100061,7,0.1035
880,880,40,C3222176,C3732020,15,0
881,881,41,C0651783,C3959137,18,0.1641
882,882,42,C0090566,C3053581,7,0.0496
883,883,43,C3149097,C3721701,10,0.049
884,884,44,C2573091,C3779024,12,0.1334
885,885,45,C0376343,C3531066,79,0.1114
886,886,46,C0615145,C2802567,11,0.0617
887,887,47,C1065028,C2760000,2,0
888,888,48,C1067685,C2277252,7,0.018
889,889,49,C1213021,C3490715,18,0.1324
890,890,50,C2623121,C3804768,1,0.0326
891,891,51,C2603372,C3785365,19,0.3015
892,892,52,C1940766,C2675876,15,0.1155
893,893,53,C2372709,C2991739,8,0.0465
894,894,54,C3503484,C3591786,16,0
895,895,55,C3252717,C3282323,32,0.0229
896,896,56,C1837270,C2444740,14,0.5375
897,897,57,C0964855,C2451537,16,0.0322
898,898,58,C1141526,C1663528,27,0.1551
899,899,59,C1115640,C1183051,5,0.0073
900,900,60,C1176535,C3345057,4225,0.9995
901,901,61,C0157355,C2637028,15,0.0186
902,902,62,C0329549,C2673101,20,0.0361
903,903,63,C0651946,C4043929,141,0.0226
904,904,64,C2788321,C3367392,1024,1
905,905,65,C1597453,C1963205,12,0
906,906,66,C2796979,C3320962,1,0.0328
907,907,67,C1602189,C2987857,10,0.0158
908,908,68,C0917752,C3210425,40,0.1631
909,909,69,C1567297,C1633710,18,0.0027
910,910,0,C0541931,C3595379,20,0.0212
911,911,1,C1452415,C3644561,13,0.0301
912,912,2,C2513624,C2654402,9,0.1315
913,913,3,C0064038,C3342041,1,0
914,914,4,C0661910,C1072924,2,0
915,915,5,C2263442,C3950476,8,0
916,916,6,C2366206,C3940454,12,0
917,917,7,C3014171,C3128223,23,0.1637
918,918,8,C1885456,C3415679,0,0.081
919,919,9,C2630414,C3044264,4,0.0096
920,920,10,C2716603,C3008905,8,0.0492
921,921,11,C0550959,C3577914,41,0.4104
922,922,12,C2339741,C2394085,9,0.0805
923,923,13,C1895204,C3332012,1,0.0326
924,924,14,C1091091,C1325655,31,0.2093
925,925,15,C2942784,C3950833,5,0.0838
926,926,16,C1548383,C3212870,14,0.0068
927,927,17,C3813056,C3818358,33,0.3124
928,928,18,C0603618,C3010561,24,0.1909
929,929,19,C0934819,C3335175,2,0.3006
930,930,20,C1568359,C2308283,18,0.0936
931,931,21,C1830403,C3726307,14,0.0173
932,932,22,C0080884,C3718237,14,0.8803
933,933,23,C3377287,C3571236,7,0.0179
934,934,24,C3370742,C3890783,10,0.0445
935,935,25,C3482895,C3618743,16,0.1275
936,936,26,C0872205,C3064350,21,0.0075
937,937,27,C2274440,C2526400,7,0.038
938,938,28,C1140470,C1619412,1024,0.69
939,939,29,C2630677,C2661021,71,0.3474
940,940,30,C3057196,C3575723,36,0.5327
941,941,31,C2795680,C3314911,13,0.1284
942,942,32,C3174049,C3722503,6,0.0053
943,943,33,C2996383,C3626891,4225,0.9995
944,944,34,C0368078,C3161034,101,0.0471
945,945,35,C2559899,C3842269,16,0.4139
946,946,36,C1852717,C2742031,29,0.0863
947,947,37,C0708798,C3368155,15,0
948,948,38,C0018790,C1095676,97,0.1921
949,949,39,C1182068,C3781119,8,0.0709
950,950,40,C1047266,C1136950,10,0.0459
951,951,41,C1419708,C2449356,10,0.1059
952,952,42,C0428818,C3950513,7,0
953,953,43,C0781899,C3552229,44,0.1102
954,954,44,C1660740,C3951442,71,0.2459
955,955,45,C1454817,C3370433,42,0.0999
956,956,46,C3048959,C3800335,11,0
957,957,47,C3926278,C3975610,4225,0.9995
958,958,48,C0932050,C3400739,78,0.2298
959,959,49,C2272969,C2822348,13,0.0725
960,960,50,C0012236,C3556680,40,0.112
961,961,51,C2984521,C3539943,591,0.1969
962,962,52,C2810751,C4041637,10,0.2043
963,963,53,C1043534,C2992147,22,0.1354
964,964,54,C0167638,C2391115,13,0.25
965,965,55,C0482670,C1557818,85,0.0859
966,966,56,C2338985,C2818213,7,0
967,967,57,C0290687,C3489734,42,0.0089
968,968,58,C1659346,C2802773,36,0.8046
969,969,59,C0618466,C1280224,21,0.6041
970,970,60,C2943786,C3780100,1,0
971,971,61,C1818852,C3905689,22,0.161
972,972,62,C1309242,C1742766,869,0.7901
973,973,63,C2623929,C3105554,2,0
974,974,64,C1122155,C3173002,21,0.0346
975,975,65,C0816869,C1243622,12,0.0184
976,976,66,C1340955,C3644450,1080,0.0461
977,977,67,C0071296,C1245659,43,0.0151
978,978,68,C3009570,C3989125,7,0.018
979,979,69,C0506507,C2508055,9,0.0801
980,980,0,C2450403,C3721141,9,0.0513
981,981,1,C1953480,C3001283,15,0.0762
982,982,2,C1676979,C2335394,5,0.1071
983,983,3,C2572548,C2961509,20,0.094
984,984,4,C1002493,C2342804,21,0.007
985,985,5,C1493256,C2481819,8,0.0614
986,986,6,C1264644,C1961978,6,0.0879
987,987,7,C0604886,C3489834,22,0.0288
988,988,8,C3226291,C3814437,14,0
989,989,9,C3238978,C3983331,16,0.0743
990,990,10,C0453958,C3496986,5,0
991,991,11,C1715993,C3572999,17,0.2854
992,992,12,C1885902,C1924796,2,0.0364
993,993,13,C2727578,C3552101,20,0.0773
994,994,14,C0627132,C3924694,20,0.1313
995,995,15,C1067396,C3596597,24,0.9885
996,996,16,C0241811,C3469952,3,0
997,997,17,C1498241,C2243118,23,0.0846
998,998,18,C1310099,C3156336,198,0.7581
999,999,19,C2488761,C3617061,5,0.0681
1000,1000,20,C0676846,C1071024,17,0.2719
1001,1001,21,C0038762,C3448231,29,0.2188
1002,1002,22,C1205326,C1520580,14,0.9497
1003,1003,23,C0934102,C3389217,11,0.0502
1004,1004,24,C3596052,C3733657,1,0.0663
1005,1005,25,C1832676,C1916788,19,0.1465
1006,1006,26,C1513757,C1528038,460,0.2966
1007,1007,27,C2268000,C3764102,24,0.9885
1008,1008,28,C2792235,C3847321,18,0.4369
1009,1009,29,C1009981,C1372456,35,0.1779
1010,1010,30,C1513269,C3786503,9,0.1157
1011,1011,31,C0075807,C2550690,23,0.135
1012,1012,32,C0942176,C3712640,33,0.2208
1013,1013,33,C1944620,C3127409,38,0.9954
1014,1014,34,C1708463,C3358601,16,0.7241
1015,1015,35,C2444717,C3051529,7,0.0455
1016,1016,36,C0605680,C2535134,7,0.0164
1017,1017,37,C1919581,C3592114,25,0.9894
1018,1018,38,C1021151,C3920322,7,0.018
1019,1019,39,C1314551,C3427547,0,0.0037
1020,1020,40,C2326037,C3393687,7,0.3121
1021,1021,41,C3339523,C3606778,4225,1
1022,1022,42,C0489270,C3007023,23,0.1105
1023,1023,43,C0221282,C3098217,6,0.1427
1024,1024,44,C2242551,C3640815,6,0.0825
1025,1025,45,C0828934,C1454750,22,0.3567
1026,1026,46,C2372377,C3759129,5,0.0491
1027,1027,47,C2669498,C3776606,36,0.5491
1028,1028,48,C1472511,C1837730,23,0.125
1029,1029,49,C2784379,C3770683,1765,1
1030,1030,50,C2780977,C4038393,1,0
1031,1031,51,C1550143,C3376094,1,0
1032,1032,52,C0584891,C1132244,91,0.2897
1033,1033,53,C2311357,C2662727,1,0.0326
1034,1034,54,C1942237,C3870934,9,0.1208
1035,1035,55,C1090237,C2532071,4,0.0714
1036,1036,56,C3818656,C3961560,34,0.0545
1037,1037,57,C0019487,C3405726,10,0.8233
1038,1038,58,C3146988,C3637180,6,0.0361
1039,1039,59,C2499460,C3167036,13,0.1721
1040,1040,60,C2334778,C3207928,47,0.1599
1041,1041,61,C0106662,C0972030,6,0.0086
1042,1042,62,C2268830,C4011444,10,0.049
1043,1043,63,C0614730,C1472677,26,0.0362
1044,1044,64,C0051856,C0253456,147,0.2182
1045,1045,65,C3253228,C3808556,22,0.0397
1046,1046,66,C3012810,C3432716,10,0.0304
1047,1047,67,C1079922,C4006325,0,0.0816
1048,1048,68,C1589326,C3402368,6,0.0585
1049,1049,69,C2769498,C3036153,4226,1
1050,1050,0,C0696665,C2714897,10,0.0351
1051,1051,1,C2182921,C3416365,4,0.0416
1052,1052,2,C1038404,C3773487,1024,0.9991
1053,1053,3,C3086737,C3603452,1,0.0297
1054,1054,4,C2608083,C2630872,18,0.0465
1055,1055,5,C2327490,C3912097,3,0.0767
1056,1056,6,C1881228,C3347323,17,0.0748
1057,1057,7,C0734351,C2411979,12,0.0574
1058,1058,8,C0709836,C3027964,20,0
1059,1059,9,C1825838,C2447829,9,0.1037
1060,1060,10,C1991615,C3599748,7,0.1157
1061,1061,11,C1741443,C3242638,15,0.0573
1062,1062,12,C0724010,C1083452,22,0.5944
1063,1063,13,C0162833,C3756183,21,0.0521
1064,1064,14,C0638339,C0916587,15,0.0578
1065,1065,15,C1871006,C3563073,7,0.0377
1066,1066,16,C2654119,C3800346,25,0.8636
1067,1067,17,C2747189,C3606482,6,0
1068,1068,18,C2504500,C3595492,12,0.1304
1069,1069,19,C3137073,C3934635,24,0.9885
1070,1070,20,C1022762,C2396139,5,0.0591
1071,1071,21,C1488172,C2468877,5,0.0491
1072,1072,22,C3610440,C3659083,11,0.0177
1073,1073,23,C3132484,C4045556,5,0.0743
1074,1074,24,C0652340,C1324758,18,0.0292
1075,1075,25,C2781619,C2930642,5,0.0676
1076,1076,26,C3094448,C3123668,7,0.0651
1077,1077,27,C1670940,C2769939,16,0.047
1078,1078,28,C1230980,C2547303,5,0.0553
1079,1079,29,C0052434,C0130242,1801,0.6989
1080,1080,30,C2636163,C3978796,8,0.0945
1081,1081,31,C3320587,C3990052,0,0.081
1082,1082,32,C0852667,C0993999,10,0.0978
1083,1083,33,C0099972,C3234021,8,0.0207
1084,1084,34,C1048702,C2512396,5,0.0996
1085,1085,35,C0978532,C2714455,17,0.0221
1086,1086,36,C1334069,C1862756,166,0.4587
1087,1087,37,C2433126,C3828094,8,0.0582
1088,1088,38,C2984023,C3019074,19,0.2271
1089,1089,39,C1308227,C1718873,133,0.0665
1090,1090,40,C0799026,C2386451,35,0.0728
1091,1091,41,C3562258,C3977609,17,0.0329
1092,1092,42,C1383524,C1542307,18,0.157
1093,1093,43,C1911943,C3995449,24,0.2946
1094,1094,44,C0229724,C3173318,48,0.1483
1095,1095,45,C3749590,C4012644,1,0.0197
1096,1096,46,C1431658,C3806627,32,0.0421
1097,1097,47,C2430727,C3069979,4,0
1098,1098,48,C0827894,C2827992,10,0.1526
1099,1099,49,C0006991,C2974162,1263,0.403
1100,1100,50,C1414061,C1469906,8,0.0837
1101,1101,51,C0008370,C2351772,41,0.0931
1102,1102,52,C1561244,C3942863,23,0.0734
1103,1103,53,C2660192,C3003888,21,0.0581
1104,1104,54,C2996519,C3371098,4225,0.9995
1105,1105,55,C1431950,C2688632,18,0.0942
1106,1106,56,C2573064,C3443997,5,0
1107,1107,57,C1469595,C2474573,1,0
1108,1108,58,C1225129,C2286411,4225,1
1109,1109,59,C0932175,C2584190,9,0.0772
1110,1110,60,C0998330,C2920872,80,0.0494
1111,1111,61,C3176043,C3990350,17,0.1119
1112,1112,62,C0833876,C0927019,8,0.1742
1113,1113,63,C1175897,C3719461,1,0.0132
1114,1114,64,C0268335,C1676673,29,0.1206
1115,1115,65,C2490383,C3062965,6,0.0437
1116,1116,66,C0956454,C1026261,7,0.0092
1117,1117,67,C0654817,C3097321,7,0.0468
1118,1118,68,C0829108,C1090461,8,0.041
1119,1119,69,C1638447,C2485738,2,0
1120,1120,0,C0105182,C3937351,5,0.0331
1121,1121,1,C1450380,C1663479,11,0.0764
1122,1122,2,C3219681,C3275188,12,0.0288
1123,1123,3,C0387400,C0803118,45,0.0628
1124,1124,4,C0039249,C2979444,47,0.0219
1125,1125,5,C2621726,C2933628,16,0.109
1126,1126,6,C1912434,C3631798,11,0.0303
1127,1127,7,C0805688,C3670959,4,0.0281
1128,1128,8,C1035017,C1462159,7,0.018
1129,1129,9,C1200001,C3693636,6,0
1130,1130,10,C1888215,C4014284,23,0.0318
1131,1131,11,C1675444,C2777787,4,0
1132,1132,12,C1412097,C2314235,54,0.2385
1133,1133,13,C1066101,C2920033,12,0.0352
1134,1134,14,C0597342,C3069900,20,0
1135,1135,15,C1874167,C3238378,18,0.0257
1136,1136,16,C1232252,C3601961,2,0.0869
1137,1137,17,C1431414,C3952747,15,0.1372
1138,1138,18,C0152803,C1526399,53,0.1614
1139,1139,19,C2826894,C3149307,13,0.0927
1140,1140,20,C0484232,C3346817,46,0.1715
1141,1141,21,C1149672,C3719617,1,0
1142,1142,22,C0333759,C3028803,29,0.3662
1143,1143,23,C3248438,C3332149,14,0.2129
1144,1144,24,C2772608,C3926757,4225,0.9995
1145,1145,25,C1540206,C3421700,18,0.0847
1146,1146,26,C2511929,C2710493,9,0.027
1147,1147,27,C2361922,C2539514,11,0.5839
1148,1148,28,C1456686,C2699449,10,0.1495
1149,1149,29,C1719596,C3067028,14,0.109
1150,1150,30,C2348733,C2457244,23,0.1011
1151,1151,31,C1683277,C3715028,20,0.2485
1152,1152,32,C0286308,C4046685,8,0.0287
1153,1153,33,C0043490,C3014975,15,0.1034
1154,1154,34,C2790238,C3634449,40,0.7736
1155,1155,35,C1438329,C3635670,15,0
1156,1156,36,C0711606,C3029938,15,0
1157,1157,37,C1652629,C1902426,1,0.0328
1158,1158,38,C2437230,C3026252,5,0.0482
1159,1159,39,C1174975,C1378643,8,0
1160,1160,40,C1170634,C1325564,44,0.0274
1161,1161,41,C1144160,C1483291,13,0.0249
1162,1162,42,C0223978,C3218209,23,0.0472
1163,1163,43,C0601051,C2671531,6,0.0279
1164,1164,44,C1562213,C3374724,1,0.0328
1165,1165,45,C0484430,C3779146,32,0.274
1166,1166,46,C1558906,C2784386,4,0.0046
1167,1167,47,C2497917,C3348867,1,0
1168,1168,48,C0922607,C2643906,2,0.3277
1169,1169,49,C1838313,C2998251,15,0.2422
1170,1170,50,C0551724,C3640592,22,0.1204
1171,1171,51,C1478600,C2810942,12,0.0634
1172,1172,52,C0347272,C3481581,128,0.0852
1173,1173,53,C0013345,C2458760,25,0.3304
1174,1174,54,C2669334,C3988687,1024,1
1175,1175,55,C0835456,C2932279,17,0.1311
1176,1176,56,C1874712,C2410194,26,0.0827
1177,1177,57,C2522249,C2538756,42,0.5195
1178,1178,58,C2820262,C3137458,1,0.0326
1179,1179,59,C3607071,C3777025,26,0.1343
1180,1180,60,C3108050,C3273891,8,0
