,rownum,sno,CUI1,CUI2,lesk,vector
5996,5996,46,C2274269,C2458549,1,0.0111
5997,5997,47,C1678461,C3332085,4225,0.9973
5998,5998,48,C2628291,C3607614,10,0.0697
5999,5999,49,C0682544,C1937657,9,0.8983
6000,6000,50,C1888245,C3006931,1024,0.9124
6001,6001,51,C3005480,C3566270,19,0.0386
6002,6002,52,C1289575,C3290556,6,0
6003,6003,53,C1684439,C3368799,4225,0.9995
6004,6004,54,C0387313,C1502395,17,0.1518
6005,6005,55,C0129935,C1058336,23,0.0654
6006,6006,56,C0375376,C2310496,18,0.0052
6007,6007,57,C2399973,C3968608,7,0.0417
6008,6008,58,C0627471,C2565504,9,0.0228
6009,6009,59,C1198799,C2809904,1,0.1093
6010,6010,60,C1133116,C1622999,46,0.0772
6011,6011,61,C1924617,C3786317,1,0.0328
6012,6012,62,C2282179,C2918630,15,0.0007
6013,6013,63,C2803769,C3805424,5,0.0327
6014,6014,64,C3077244,C3970282,4225,0.9995
6015,6015,65,C3127428,C3615059,1,0.0976
6016,6016,66,C1067666,C1158313,12,0.5983
6017,6017,67,C3610247,C3981474,37,1
6018,6018,68,C0080020,C3740866,39,0.0764
6019,6019,69,C0485230,C1888490,28,0.2409
6020,6020,0,C1057102,C2294989,1,0.0328
6021,6021,1,C2973166,C3776379,31,0.2513
6022,6022,2,C0716361,C3745668,8,0
6023,6023,3,C2385450,C3491801,17,0.1044
6024,6024,4,C2451389,C2684490,18,0.0594
6025,6025,5,C0892223,C3044427,7,0.0492
6026,6026,6,C0644088,C0667428,28,0.2791
6027,6027,7,C3956913,C3969021,2,0.0828
6028,6028,8,C3895121,C4013983,116,0.0776
6029,6029,9,C0646562,C2933120,1262,0.2942
6030,6030,10,C0504124,C3178247,18,0.047
6031,6031,11,C2748586,C3112272,40,0.3768
6032,6032,12,C2535448,C3584074,5,0.0749
6033,6033,13,C3961956,C4035669,14,0.114
6034,6034,14,C0914737,C3545167,6,0.0457
6035,6035,15,C1068921,C1238345,8,0
6036,6036,16,C2771498,C3494409,10,0.0639
6037,6037,17,C3541997,C4013653,20,0.4107
6038,6038,18,C1665909,C2790599,7,0.0179
6039,6039,19,C3322247,C3372668,4226,1
6040,6040,20,C0188396,C1978471,34,0.2631
6041,6041,21,C0251940,C0644915,17,0
6042,6042,22,C1894510,C3015814,15,0.043
6043,6043,23,C3951467,C3998157,17,0.0613
6044,6044,24,C3120149,C3869649,15,0.0484
6045,6045,25,C1227880,C3653301,25,0.6895
6046,6046,26,C0951958,C2815388,17,0.0459
6047,6047,27,C0210788,C1319178,24,0.0536
6048,6048,28,C1316620,C2739970,9,0.0446
6049,6049,29,C0030149,C3448517,1,0.028
6050,6050,30,C1914247,C2778464,6,0.0723
6051,6051,31,C2934177,C3011155,6,0.0365
6052,6052,32,C2997894,C3491403,21,0.1272
6053,6053,33,C0756583,C2645395,5,0
6054,6054,34,C0044064,C3793263,16,0.1059
6055,6055,35,C1134000,C1863189,15,0
6056,6056,36,C0721028,C3125920,19,0.1498
6057,6057,37,C0287120,C2679481,25,0.1012
6058,6058,38,C1007919,C1639812,7,0.018
6059,6059,39,C0801235,C1112432,17,0.1223
6060,6060,40,C1715200,C2389433,31,0.1691
6061,6061,41,C2566652,C3917621,8,0.0657
6062,6062,42,C1947668,C3756449,2,0.0364
6063,6063,43,C2529758,C3533408,16,0.1505
6064,6064,44,C3797106,C3995701,6,0.0413
6065,6065,45,C0749647,C2385841,14,0.4492
6066,6066,46,C0485773,C2463728,25,0.1677
6067,6067,47,C1470102,C1847178,27,0.4335
6068,6068,48,C0022964,C3581295,3,0
6069,6069,49,C0015951,C2381629,23,0.1695
6070,6070,50,C0199119,C1901294,5,0.069
6071,6071,51,C3920101,C3943119,21,0.0542
6072,6072,52,C0762110,C2742692,1227,0.7267
6073,6073,53,C1464905,C3991296,10,0.0787
6074,6074,54,C1881544,C2531518,7,0.034
6075,6075,55,C2651886,C3341677,7,0.018
6076,6076,56,C1335015,C1903967,24,0.1742
6077,6077,57,C0601634,C2634745,14,0.0471
6078,6078,58,C1327567,C3062120,10,0.7457
6079,6079,59,C2652036,C2772653,11,0.0303
6080,6080,60,C2813203,C3013584,1,0.0328
6081,6081,61,C1904469,C2548172,12,0.0814
6082,6082,62,C1248877,C2709366,1138,0.4346
6083,6083,63,C2569209,C3773443,4,0.0575
6084,6084,64,C1051004,C3602037,1,0
6085,6085,65,C1473652,C3912157,1024,0.9439
6086,6086,66,C0723578,C0957116,1801,1
6087,6087,67,C0286922,C3118705,15,0.1102
6088,6088,68,C0339866,C0390815,20,0.1458
6089,6089,69,C0018674,C3729061,5,0.1872
6090,6090,0,C0833033,C1993586,19,0.1082
6091,6091,1,C0801194,C3994312,29,0.1346
6092,6092,2,C0683709,C3277840,3,0
6093,6093,3,C2340120,C2379215,6,0.0136
6094,6094,4,C0869062,C2351247,35,0.0906
6095,6095,5,C1753290,C3810612,4,0.0321
6096,6096,6,C3130136,C3952172,4225,1
6097,6097,7,C1557287,C2673302,1608,0.5374
6098,6098,8,C1617344,C2609997,30,0.5038
6099,6099,9,C1561190,C3429329,18,0.1373
6100,6100,10,C1650303,C2572168,5,0.0492
6101,6101,11,C0362464,C2813394,2,0.1366
6102,6102,12,C0638466,C3391719,23,0.6107
6103,6103,13,C2422006,C2540862,59,0.6798
6104,6104,14,C0122187,C2801229,15,0.1058
6105,6105,15,C1817928,C2733732,94,0.1963
6106,6106,16,C0608473,C2270254,10,0.0809
6107,6107,17,C0331622,C2776482,55,0.282
6108,6108,18,C1212014,C1478102,0,0.0816
6109,6109,19,C1699406,C2583859,7,0.0188
6110,6110,20,C1518378,C2989147,21,0.0126
6111,6111,21,C2460562,C3640939,25,0.1688
6112,6112,22,C0122445,C3888239,33,0.1181
6113,6113,23,C3099062,C3173950,12,0.0134
6114,6114,24,C0266166,C2994209,52,0.2767
6115,6115,25,C0641915,C2723490,27,0.0061
6116,6116,26,C2292430,C3074208,8,0.0193
6117,6117,27,C1289113,C2504694,11,0.0649
6118,6118,28,C0920833,C3721766,12,0.7659
6119,6119,29,C2507255,C3654206,35,0.0449
6120,6120,30,C3575296,C3802654,106,0.4686
6121,6121,31,C0969025,C1461020,17,0.0998
6122,6122,32,C1467959,C1599687,12,0
6123,6123,33,C2646173,C3045860,17,0.0915
6124,6124,34,C2555109,C2808962,2,0
6125,6125,35,C0327715,C0635925,16,0.0229
6126,6126,36,C1132363,C1288984,13,0.0977
6127,6127,37,C1714809,C2798238,17,0.0143
6128,6128,38,C0255669,C3492557,8,0.0209
6129,6129,39,C3258668,C3379864,7,0.0503
6130,6130,40,C2724930,C3342495,2,0.1939
6131,6131,41,C0062958,C3568250,10,0.201
6132,6132,42,C1017601,C2947059,13,0.0999
6133,6133,43,C1564032,C2923988,62,0.118
6134,6134,44,C0250597,C1332957,236,0.4146
6135,6135,45,C1403321,C2773288,1,0
6136,6136,46,C0299601,C1475747,10,0.0894
6137,6137,47,C3447838,C4014635,20,0.0791
6138,6138,48,C1007732,C2677235,6,0.0585
6139,6139,49,C1688102,C3892486,21,0.0952
6140,6140,50,C3561223,C3607776,12,0.0591
6141,6141,51,C0030174,C1036391,12,0.0206
6142,6142,52,C0813125,C1529167,11,0.0132
6143,6143,53,C2453072,C2667366,6,0.0728
6144,6144,54,C2297757,C3330531,36,0.7236
6145,6145,55,C3015004,C3114064,4229,1
6146,6146,56,C0229800,C1200230,40,0.0655
6147,6147,57,C1543307,C2444761,22,0.2494
6148,6148,58,C2761048,C3724979,11,0.0317
6149,6149,59,C0542130,C1616301,23,0.3027
6150,6150,60,C1817694,C2350699,24,0.1203
6151,6151,61,C1462259,C3932371,12,0.0372
6152,6152,62,C1978684,C2782820,226,0.4087
6153,6153,63,C2496818,C3217772,17,0.2729
6154,6154,64,C2638550,C3908156,9,0.089
6155,6155,65,C1384671,C3431060,10,0.0445
6156,6156,66,C1522911,C3401075,27,0.1643
6157,6157,67,C2336727,C3491613,22,0.0625
6158,6158,68,C1826498,C3960870,17,0.1044
6159,6159,69,C0133113,C1566982,661,0.714
6160,6160,0,C2688470,C3120585,5,0.042
6161,6161,1,C2272057,C2406289,11,0.0586
6162,6162,2,C2823462,C3272054,17,0.5461
6163,6163,3,C1867923,C2825774,41,0.096
6164,6164,4,C2283466,C3549313,1,0
6165,6165,5,C0989995,C2638875,15,0.0394
6166,6166,6,C2450344,C2660623,7,0.047
6167,6167,7,C1529317,C3126214,17,0.1129
6168,6168,8,C1574398,C2253919,9,0.0245
6169,6169,9,C1649059,C1719397,1,0.0077
6170,6170,10,C0540576,C2476279,17,0.088
6171,6171,11,C0933689,C1473687,12,0.0486
6172,6172,12,C0708900,C1187516,9,0.0515
6173,6173,13,C0996526,C2620711,31,0.4026
6174,6174,14,C0426733,C3996581,15,0.1796
6175,6175,15,C0660964,C3333164,1,0
6176,6176,16,C1088277,C1500847,1,0.0328
6177,6177,17,C1211996,C1886753,7,0.0179
6178,6178,18,C1646869,C2611576,16,0.5073
6179,6179,19,C1701771,C3271493,61,0.0751
6180,6180,20,C0961098,C3322049,11,0.0462
6181,6181,21,C0591704,C3948784,20,0.1083
6182,6182,22,C1690675,C1953405,6,0.0546
6183,6183,23,C2931516,C3744842,21,0.0869
6184,6184,24,C2325721,C3160286,6,0
6185,6185,25,C0551078,C3111876,28,0.1385
6186,6186,26,C2426931,C3743002,7,0.047
6187,6187,27,C0822649,C1032317,10,0.3195
6188,6188,28,C3592529,C3699883,13,0.1042
6189,6189,29,C3610266,C3792369,7,0.0672
6190,6190,30,C0498756,C3845723,21,0.0281
6191,6191,31,C2504418,C3577638,8,0.0469
6192,6192,32,C3133073,C3981262,9,0.0799
6193,6193,33,C0055352,C3346101,17,0.2206
6194,6194,34,C1707803,C3406376,19,0.1638
6195,6195,35,C3045152,C3967740,4226,1
6196,6196,36,C0283318,C2633745,6,0.0048
6197,6197,37,C2259785,C3112404,13,0.0935
6198,6198,38,C2495505,C3023457,5,0.0571
6199,6199,39,C3762340,C3907245,4225,0.9995
6200,6200,40,C0488000,C0925613,18,0.1798
6201,6201,41,C1483819,C2709243,5,0.0669
6202,6202,42,C0923574,C3829983,35,0.0015
6203,6203,43,C1215910,C3625188,1,0.0824
6204,6204,44,C0677673,C2799956,16,0.5681
6205,6205,45,C1514218,C3006477,55,0.1118
6206,6206,46,C1630175,C3915435,34,0.1519
6207,6207,47,C1154347,C2786919,28,0.0962
6208,6208,48,C2435933,C2938522,14,0.1245
6209,6209,49,C1239049,C2490025,4,0.0144
6210,6210,50,C1116194,C2926668,19,0.0574
6211,6211,51,C0064752,C1897954,14,0.0445
6212,6212,52,C0064880,C2923285,92,0.4218
6213,6213,53,C2438892,C2714041,8,0.0077
6214,6214,54,C2377795,C4020806,16,0.398
6215,6215,55,C0869308,C1554408,6,0
6216,6216,56,C0254419,C3314260,24,0.033
6217,6217,57,C3122686,C3845280,14,0.1136
6218,6218,58,C2437314,C2828158,25,0.5145
6219,6219,59,C0695652,C2610509,11,0.0158
6220,6220,60,C0102169,C3904196,6,0.0304
6221,6221,61,C2409065,C3068459,9,0.0248
6222,6222,62,C2441699,C2826893,15,0.0457
6223,6223,63,C2240008,C2467482,9,0.1206
6224,6224,64,C0805148,C2674795,7,0.3065
6225,6225,65,C0675432,C3074138,20,0.1136
6226,6226,66,C3761636,C3901854,4225,0.9874
6227,6227,67,C1327857,C2953328,11,0.0704
6228,6228,68,C1496924,C3660667,5,0
6229,6229,69,C3529175,C3656850,15,0.0698
6230,6230,0,C0953487,C1717975,8,0.1215
6231,6231,1,C1913749,C3989337,108,0.321
6232,6232,2,C0781573,C2278050,17,0.8985
6233,6233,3,C1500993,C1648746,8,0.0945
6234,6234,4,C2418822,C2930049,25,0.0758
6235,6235,5,C1917736,C3387969,2,0.0846
6236,6236,6,C0281940,C3845629,44,0.3356
6237,6237,7,C2759672,C3336921,17,0.058
6238,6238,8,C0699532,C1835010,40,0.1406
6239,6239,9,C1186177,C1449668,22,0.4134
6240,6240,10,C0764949,C3721802,34,0.1861
6241,6241,11,C2442695,C3834025,25,0.0992
6242,6242,12,C0670371,C3848302,6,0.1276
6243,6243,13,C1831187,C3800775,11,0.0458
6244,6244,14,C1641359,C2510967,3,0.0545
6245,6245,15,C0889395,C3226134,12,0.0341
6246,6246,16,C1527042,C2777346,6,0.6956
6247,6247,17,C2937319,C3078368,1,0
6248,6248,18,C0963618,C2522056,13,0.034
6249,6249,19,C1154761,C3637383,54,0.0956
6250,6250,20,C2280846,C3529830,9,0.0682
6251,6251,21,C0370744,C0609596,15,0.169
6252,6252,22,C2799533,C3271829,21,0.0303
6253,6253,23,C2718211,C3282124,238,0.6037
6254,6254,24,C1676581,C1677847,11,0
6255,6255,25,C2338227,C2376942,13,0.2277
6256,6256,26,C1076217,C3373957,11,0.0317
6257,6257,27,C1905654,C3788514,64,0.1967
6258,6258,28,C1069767,C1645452,1,0
6259,6259,29,C2379194,C2466496,850,0.9031
6260,6260,30,C1867487,C2352822,10,0.1157
6261,6261,31,C0911314,C3993859,16,0.0542
6262,6262,32,C0178666,C2000614,55,0.1339
6263,6263,33,C1880764,C3766487,26,0.4546
6264,6264,34,C1484357,C3593085,13,0.1673
6265,6265,35,C0628602,C1566852,20,0.0963
6266,6266,36,C0530086,C3505287,10,0
6267,6267,37,C3567023,C3817923,23,0.1028
6268,6268,38,C2305548,C3364743,37,0.8161
6269,6269,39,C1623569,C3047911,39,0.2831
6270,6270,40,C0914998,C1681251,5,0
6271,6271,41,C1365290,C2400193,5,0.0055
6272,6272,42,C1225542,C1954325,4,0
6273,6273,43,C0068601,C1039409,15,0.1925
6274,6274,44,C0636747,C1415726,6,0.0514
6275,6275,45,C0346772,C3580542,6,0.0404
6276,6276,46,C2528770,C4001141,10,0.047
6277,6277,47,C0448677,C1368761,29,0.1565
6278,6278,48,C2419240,C3118879,7,0.0423
6279,6279,49,C1873940,C3885977,1815,0.4424
6280,6280,50,C1424661,C4015357,254,0.2397
6281,6281,51,C2598062,C2650172,15,0.0094
6282,6282,52,C0139360,C1993980,6,0.0724
6283,6283,53,C0070476,C1946568,11,0.0207
6284,6284,54,C0094940,C1023041,7,0.0492
6285,6285,55,C2636363,C3398076,5,0.1342
6286,6286,56,C2583688,C3966012,5,0.0639
6287,6287,57,C1630842,C3728320,6,0.0422
6288,6288,58,C1566844,C3759096,23,0.5671
6289,6289,59,C3947122,C3972216,10,0.0304
6290,6290,60,C1132085,C2951640,20,0.16
6291,6291,61,C0917814,C2645322,13,0.0657
6292,6292,62,C0736491,C1114172,13,0.0871
6293,6293,63,C1131192,C3013422,5,0
6294,6294,64,C3057610,C3797924,72,0.275
6295,6295,65,C0812668,C2477761,841,0.6281
6296,6296,66,C1350044,C3817265,1026,0.0303
6297,6297,67,C2559494,C3573883,8,0.0478
6298,6298,68,C0789818,C1642194,1,0.0869
6299,6299,69,C1673966,C3692721,15,0.1103
6300,6300,0,C2762453,C3093108,4225,0.9995
6301,6301,1,C1315500,C3080410,15,0.4763
6302,6302,2,C1433437,C3749369,1,0
6303,6303,3,C3635887,C3871984,13,0.0867
6304,6304,4,C1246133,C2692856,5,0.0108
6305,6305,5,C1148306,C1689298,6,0.0483
6306,6306,6,C1225068,C1419868,10,0.0427
6307,6307,7,C1238682,C3909429,15,0
6308,6308,8,C1433033,C1459354,21,0.0631
6309,6309,9,C2285053,C3994481,10,0.0303
6310,6310,10,C0360105,C1089386,18,0.3796
6311,6311,11,C0879947,C1145937,61,0.1534
6312,6312,12,C1864712,C2282144,19,0.0694
6313,6313,13,C1150882,C3153628,22,0.0368
6314,6314,14,C0207827,C2817049,5,0.0642
6315,6315,15,C2615001,C2622839,1,0.0328
6316,6316,16,C3254833,C3322979,18,0.204
6317,6317,17,C3360827,C3409514,7,0.018
6318,6318,18,C3114737,C3985867,4226,1
6319,6319,19,C1311435,C3979517,2,0
6320,6320,20,C1284421,C3029543,12,0.7512
6321,6321,21,C0891560,C1316470,17,0.0452
6322,6322,22,C1082609,C3047453,7,0.0179
6323,6323,23,C1085247,C2757442,24,0.9885
6324,6324,24,C1556419,C2521471,17,0.5056
6325,6325,25,C1716667,C1861362,48,0.2273
6326,6326,26,C0171027,C2379317,16,0.0275
6327,6327,27,C3134392,C3470597,10,0.0432
6328,6328,28,C1897013,C4016428,4,0.0795
6329,6329,29,C2798876,C3846950,31,0.1191
6330,6330,30,C1089078,C3871150,14,0.1183
6331,6331,31,C1048943,C3135897,1,0.1335
6332,6332,32,C3153671,C3926422,23,0.0503
6333,6333,33,C2772156,C3613469,20,0.1374
6334,6334,34,C2679628,C3640459,11,0.0891
6335,6335,35,C2492331,C3103077,1,0
6336,6336,36,C1992659,C3053419,21,0.0196
6337,6337,37,C2456045,C2576871,45,0.2198
6338,6338,38,C3370679,C3855803,10,0.0713
6339,6339,39,C0684315,C0834564,7,0.0461
6340,6340,40,C0130504,C3236363,12,0.0909
6341,6341,41,C0325553,C1258159,7,0.0341
6342,6342,42,C0881148,C2564300,33,0.1081
6343,6343,43,C2564491,C3439485,1,0
6344,6344,44,C2543215,C3169914,11,0.3434
6345,6345,45,C2437073,C3022458,6,0.0475
6346,6346,46,C0803544,C1643715,32,0.1454
6347,6347,47,C1818139,C2396442,26,0.3943
6348,6348,48,C3429821,C3842884,14,0.1178
6349,6349,49,C1849541,C3486214,54,0.2776
6350,6350,50,C0771742,C3108331,3,0.0209
6351,6351,51,C0055643,C3027315,20,0.0492
6352,6352,52,C2675729,C3737090,14,0.1286
6353,6353,53,C1431424,C3571727,13,0.019
6354,6354,54,C3124990,C3260393,29,0.2719
6355,6355,55,C0947661,C1323994,19,0.0014
6356,6356,56,C2731503,C3397460,20,0.0984
6357,6357,57,C3161154,C3998530,22,0.0745
6358,6358,58,C0914066,C3135028,1,0.0769
6359,6359,59,C1974160,C2275250,20,0.107
6360,6360,60,C1544052,C1564347,42,0.0572
6361,6361,61,C0649317,C1064698,27,0.0793
6362,6362,62,C0482754,C1931126,27,0.1791
6363,6363,63,C1194920,C3432451,4225,0.998
6364,6364,64,C3078043,C3575658,1,0.0328
6365,6365,65,C0825170,C1458250,44,0.2787
6366,6366,66,C3999919,C4024729,16,0.0083
6367,6367,67,C0716361,C3047904,15,0
6368,6368,68,C1516337,C3967994,56,0.0773
6369,6369,69,C2978954,C3010130,29,0.1674
6370,6370,0,C1072840,C1506880,12,0.9142
6371,6371,1,C0758365,C3359785,33,0.0493
6372,6372,2,C0710961,C1327973,23,0.1033
6373,6373,3,C1149661,C2702180,28,0.0389
6374,6374,4,C3905141,C3974663,4225,0.9984
6375,6375,5,C1438163,C2716893,12,0.004
6376,6376,6,C0932187,C3106244,9,0.046
6377,6377,7,C0027645,C3921538,30,0.0934
6378,6378,8,C2953914,C3442305,9,0.0518
6379,6379,9,C1679607,C3415834,7,0.018
6380,6380,10,C3737156,C3870646,0,0.099
6381,6381,11,C0294855,C3112820,17,0.0641
6382,6382,12,C1097128,C2542274,13,0.1048
6383,6383,13,C1229291,C2382851,1,0
6384,6384,14,C2662821,C3234410,1,0
6385,6385,15,C0505336,C1515418,5,0.08
6386,6386,16,C0153749,C3936358,31,0.323
6387,6387,17,C0001079,C2945516,24,0.2859
6388,6388,18,C2741271,C3813984,13,0
6389,6389,19,C2068131,C3894382,12,0.0916
6390,6390,20,C0507069,C2994700,10,0.12
6391,6391,21,C0590683,C2569429,29,0.1215
6392,6392,22,C1146346,C2399065,6,0
6393,6393,23,C2092253,C2652614,15,0
6394,6394,24,C2470557,C3159326,21,0.1653
6395,6395,25,C0799152,C2820152,27,0.1927
6396,6396,26,C2953522,C3977300,7,0
6397,6397,27,C1491438,C3562311,6,0.083
6398,6398,28,C0800950,C1279371,17,0.0203
6399,6399,29,C3010170,C3924564,16,0.0603
6400,6400,30,C2519571,C3742298,5,0.0482
6401,6401,31,C1448140,C3924779,9,0.1382
6402,6402,32,C2283897,C3772571,1,0
6403,6403,33,C2964313,C3644494,23,0.0293
6404,6404,34,C1913981,C3770473,25,0.1332
6405,6405,35,C1963286,C3933286,35,0.3314
6406,6406,36,C0914326,C0931704,28,0.3643
6407,6407,37,C1943344,C3350978,37,1
6408,6408,38,C1925651,C3726716,11,0.0258
6409,6409,39,C1463725,C3533830,16,0.1277
6410,6410,40,C1967948,C2397294,7,0
6411,6411,41,C2270569,C3994654,24,0.9894
6412,6412,42,C2631752,C3531181,5,0.0743
6413,6413,43,C1201018,C1441688,4,0
6414,6414,44,C1483848,C1485664,1024,0.9991
6415,6415,45,C0631046,C3825366,11,0.044
6416,6416,46,C1450234,C1549098,136,0.2862
6417,6417,47,C0366170,C2333799,31,0.2168
6418,6418,48,C1826724,C2323104,19,0.109
6419,6419,49,C2444520,C3635439,6,0.0584
6420,6420,50,C0278878,C3852507,48,0.1178
6421,6421,51,C0030671,C3364077,34,0.0065
6422,6422,52,C1057683,C1334188,34,0.3393
6423,6423,53,C0816741,C1011531,4,0.0375
6424,6424,54,C1077154,C2820873,7,0.018
6425,6425,55,C0887142,C3948942,1,0.0158
6426,6426,56,C1820065,C2357017,39,0.099
6427,6427,57,C0651371,C1624441,22,0.0948
6428,6428,58,C1194365,C1506981,1,0
6429,6429,59,C1900729,C3429726,1,0.0328
6430,6430,60,C0265240,C2581064,26,0.3312
6431,6431,61,C1025081,C1902192,1,0.0759
6432,6432,62,C1415582,C3223305,13,0.0938
6433,6433,63,C0395653,C0920908,9,0.0085
6434,6434,64,C1228405,C3171142,13,0.044
6435,6435,65,C1703355,C3844029,12,0.0055
6436,6436,66,C2355380,C2620704,26,0.0351
6437,6437,67,C0879860,C3373936,30,0.2209
6438,6438,68,C0709158,C3748459,17,0
6439,6439,69,C1020863,C1507449,15,0.0214
6440,6440,0,C1159346,C2542628,20,0.1684
6441,6441,1,C0637767,C3150510,43,0.1126
6442,6442,2,C1195548,C3393144,1024,0.9439
6443,6443,3,C0657239,C1525457,25,0.0362
6444,6444,4,C0881684,C3721431,32,0.2783
6445,6445,5,C2723697,C3592310,1,0
6446,6446,6,C1599010,C3324486,8,0
6447,6447,7,C2823562,C3428484,6,0.083
6448,6448,8,C0069078,C2793250,15,0.1041
6449,6449,9,C1230071,C2667312,11,0.0303
6450,6450,10,C1722214,C1831882,13,0.0341
6451,6451,11,C0978577,C3859789,1146,0.1879
6452,6452,12,C1225673,C1939732,3,0.0629
6453,6453,13,C0240553,C3007639,14,0.1141
6454,6454,14,C3579430,C3847578,7,0.0484
6455,6455,15,C1895783,C3626319,8,0.0726
6456,6456,16,C0108138,C1705386,25,0.0786
6457,6457,17,C1721774,C3166627,5,0.1206
6458,6458,18,C0880714,C1659411,18,0.0127
6459,6459,19,C1484935,C2445648,10,0.1111
6460,6460,20,C1830239,C3230899,37,0.078
6461,6461,21,C2305972,C3099922,53,0.8211
6462,6462,22,C0101984,C1199029,8,0.0694
6463,6463,23,C0505373,C3850978,9,0.1057
6464,6464,24,C2726782,C3721204,22,0.0378
6465,6465,25,C0545794,C1188150,13,0.7408
6466,6466,26,C3717233,C4020067,24,0.179
6467,6467,27,C3223618,C3891183,9,0
6468,6468,28,C1014337,C2414591,6,0.0073
6469,6469,29,C1196780,C3809214,20,0.0639
6470,6470,30,C1666554,C1819784,7,0.0902
6471,6471,31,C1416064,C1863570,1226,0.9432
6472,6472,32,C1174141,C3396468,11,0.0071
6473,6473,33,C2310526,C2628117,1,0.0824
6474,6474,34,C2934346,C3929506,15,0.1102
6475,6475,35,C1660883,C2619450,11,0.0303
6476,6476,36,C1507112,C2281244,1,0
6477,6477,37,C1202005,C3693074,28,0.1811
6478,6478,38,C0801565,C3173711,226,0.088
6479,6479,39,C2216155,C3785691,14,0.1141
6480,6480,40,C3474070,C3893345,55,0.4164
6481,6481,41,C1157131,C2752681,37,0.0487
6482,6482,42,C0925196,C1421824,26,0.0931
6483,6483,43,C3467649,C3926035,19,0.0774
6484,6484,44,C0345789,C2694549,9,0.1383
6485,6485,45,C1367815,C2768789,21,0.0658
6486,6486,46,C2775336,C2943262,8,0.046
6487,6487,47,C2807440,C3089911,16,0.0413
6488,6488,48,C0820654,C1716348,16,0.0491
6489,6489,49,C0975852,C3986796,45,0.0655
6490,6490,50,C2818390,C4046082,10,0.1953
6491,6491,51,C3044282,C3469613,10,0.043
6492,6492,52,C0952406,C2628699,10,0.0597
6493,6493,53,C2790507,C2951828,29,0.4068
6494,6494,54,C3014437,C3094312,4229,1
6495,6495,55,C0959550,C3761319,7,0.0492
6496,6496,56,C2952848,C3386971,0,0
6497,6497,57,C0997483,C3996348,14,0.046
6498,6498,58,C1848104,C2779898,21,0.1555
6499,6499,59,C1056524,C3634382,1,0
6500,6500,60,C0070201,C1903564,17,0.1861
6501,6501,61,C0264455,C0682210,38,0.1103
6502,6502,62,C1630891,C3470751,19,0.0349
6503,6503,63,C3078230,C3726676,4226,1
6504,6504,64,C0247653,C1968379,44,0.08
6505,6505,65,C0247656,C3975702,6,0.0061
6506,6506,66,C1022216,C1466045,1024,0.9439
6507,6507,67,C3259795,C3969053,3,0.1171
6508,6508,68,C0819619,C1217910,6,0.0915
6509,6509,69,C0864133,C3909962,11,0.0172
6510,6510,0,C1651868,C3093154,7,0.0179
6511,6511,1,C0964364,C1927859,36,0.0961
6512,6512,2,C1310002,C1437304,147,0.5096
6513,6513,3,C2368797,C2649557,7,0
6514,6514,4,C1434490,C3018227,12,0.1348
6515,6515,5,C2327157,C3907723,9,0
6516,6516,6,C2400864,C2577370,850,0.75
6517,6517,7,C2416951,C2629547,9,0.0552
6518,6518,8,C0801283,C2694853,36,0.2145
6519,6519,9,C3605684,C3764118,12,0.056
6520,6520,10,C1867796,C3421250,15,0.1332
6521,6521,11,C1512140,C2665183,5,0.6685
6522,6522,12,C1537008,C2290399,13,0.7602
6523,6523,13,C2485107,C2540228,851,0.9593
6524,6524,14,C1421699,C3235157,9,0
6525,6525,15,C0870994,C1499848,1,0.0434
6526,6526,16,C1668705,C2072652,1,0.0078
6527,6527,17,C0486820,C1869262,143,0.025
6528,6528,18,C0059694,C3576368,6,0.3231
6529,6529,19,C1738025,C2827739,9,0.0444
6530,6530,20,C0804959,C2823487,6,0.0736
6531,6531,21,C0759498,C3482545,34,0.1888
6532,6532,22,C3346205,C3353579,4226,1
6533,6533,23,C1610402,C1849954,21,0.1275
6534,6534,24,C1124891,C3985039,9,0
6535,6535,25,C1602202,C2762895,1,0
6536,6536,26,C2712857,C2951500,11,0.0528
6537,6537,27,C0375185,C3086973,27,0.1055
6538,6538,28,C0932824,C3383445,10,0.3271
6539,6539,29,C1136918,C1920104,18,0.1326
6540,6540,30,C1218885,C4015065,19,0.12
6541,6541,31,C1596574,C2639017,1,0
6542,6542,32,C2648870,C2724185,8,0
6543,6543,33,C2469217,C2526012,854,0.9706
6544,6544,34,C1080989,C1544017,17,0.1061
6545,6545,35,C0787360,C1364915,1069,0.9856
6546,6546,36,C1471972,C2554921,10,0.1967
6547,6547,37,C0932876,C3125875,15,0.1169
6548,6548,38,C0607527,C2481795,17,0.0874
6549,6549,39,C1922239,C3027095,2,0
6550,6550,40,C2373239,C2532081,841,0.6949
6551,6551,41,C2776912,C2785977,21,0.0721
6552,6552,42,C1508711,C3031018,31,0.4519
6553,6553,43,C0265101,C1983804,3,0.0907
